Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.505","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.576","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.569","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.069","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.277","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.528","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.146","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","87.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","87.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","86.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","87.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","1.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","1.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","624","Guinea-Bissau","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.629","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.742","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.828","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.889","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.509","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.922","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.666","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.117","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","1.282","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.132","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","47.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","45.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","42.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","43","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","328","Guyana","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.93","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.075","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.275","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.646","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.583","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.845","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.377","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.128","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","82.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","82.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","84.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","85.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","9.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","9.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","9.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","332","Haiti","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","9.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.36","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.415","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.404","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.486","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.637","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.083","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.229","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.68","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.484","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.248","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","53.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","53.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","50.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","51.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","5.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","5.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","340","Honduras","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","5.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.302","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.383","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.368","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.488","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.407","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.805","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.42","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.754","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.828","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.089","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","3.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","2.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","1.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","348","Hungary","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.213","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.247","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.234","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.414","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.277","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.596","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.277","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.525","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.484","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.055","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","352","Iceland","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.824","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.83","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.877","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.407","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.892","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.292","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.588","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.504","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.142","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","74.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","71.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","69.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","70.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","1002.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","966.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","948.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","356","India","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","973.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.129","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.273","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.268","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.466","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.69","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.929","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.429","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.16","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.792","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","70.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","68.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","67.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","69.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","187.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","184.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","182","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","360","Indonesia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","189.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.005","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.212","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.642","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.55","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.444","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.704","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.575","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.627","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","364","Iran (Islamic Republic of)","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.165","E","Estimated value"
