"speccode","species","fbname"
7151,"Pseudocyttus maculatus","Smooth oreo dory"
5594,"Pseudodax moluccanus","Chiseltooth wrasse"
3352,"Pseudogramma gregoryi","Reef bass"
7320,"Pseudogramma polyacantha","Honeycomb podge"
46538,"Pseudogramma thaumasia","Pacific reef bass"
4849,"Pseudojuloides atavai","Polynesian wrasse"
4851,"Pseudojuloides cerasinus","Smalltail wrasse"
4848,"Pseudojuloides elongatus","Long green wrasse"
46934,"Pseudolabrus biserialis","Redband wrasse"
46949,"Pseudolabrus fuentesi","Fuentesi's wrasse"
13155,"Pseudolabrus guentheri","Günther's wrasse"
12796,"Pseudolabrus luculentus","Orange wrasse"
46965,"Pseudolabrus miles","Scarlet wrasse"
14424,"Pseudolabrus rubicundus","Rosy wrasse"
46956,"Pseudolabrus semifasciatus","Halfbarred wrasse"
57440,"Pseudolabrus sieboldi", 
10553,"Pseudomonacanthus peroni","Pot-bellied leatherjacket"
2021,"Pseudophycis barbata","Southern bastard codling"
2022,"Pseudophycis breviuscula","Northern bastard codling"
14273,"Pseudoplesiops annae","Anna's dottyback"
15019,"Pseudoplesiops howensis","Lord Howe Dottyback"
61088,"Pseudoplesiops immaculatus","Immaculate dottyback"
15021,"Pseudoplesiops revellei","Bearded dottyback"
14270,"Pseudoplesiops rosae","Rose Island basslet"
7463,"Pseudoplesiops typus","Hidden basslet"
61522,"Pseudoplesiops wassi","Fleckfin dottyback"
524,"Pseudopleuronectes americanus","Winter flounder"
8556,"Pseudopleuronectes herzensteini","Yellow striped flounder"
8885,"Pseudopleuronectes schrenki","Cresthead flounder"
8834,"Pseudorhombus jenynsii","Smalltooth flounder"
1376,"Pseudorhombus natalensis","Natal flounders"
433,"Pseudotolithus elongatus","Bobo croaker"
432,"Pseudotolithus senegalensis","Cassava croaker"
5009,"Pseudotolithus senegallus","Law croaker"
4550,"Pseudotolithus typus","Longneck croaker"
1094,"Pseudupeneus maculatus","Spotted goatfish"
453,"Pseudupeneus prayensis","West African goatfish"
7105,"Psilodraco breviceps", 
51729,"Psychrolutes marmoratus", 
59629,"Pteragogus aurigarius", 
5620,"Pteragogus cryptus","Cryptic wrasse"
52464,"Pteragogus enneacanthus","Cockerel wrasse"
8022,"Pteragogus flagellifer","Cocktail wrasse"
5621,"Pteragogus guttatus","Sneaky wrasse"
3881,"Ptereleotris calliura","Blue goby"
4375,"Ptereleotris evides","Blackfin dartfish"
4377,"Ptereleotris hanae","Blue hana goby"
12772,"Ptereleotris helenae","Hovering goby"
4378,"Ptereleotris heteroptera","Blacktail goby"
4381,"Ptereleotris microlepis","Blue gudgeon"
4382,"Ptereleotris monoptera","Lyre-tail dart-goby"
4384,"Ptereleotris zebra","Chinese zebra goby"
930,"Pterocaesio capricornis","Capricorn fusilier"
932,"Pterocaesio chrysozona","Goldband fusilier"
933,"Pterocaesio digramma","Double-lined fusilier"
934,"Pterocaesio lativittata","Wide-band fusilier"
935,"Pterocaesio marri","Marr's fusilier"
936,"Pterocaesio pisang","Banana fusilier"
937,"Pterocaesio randalli","Randall's fusilier"
938,"Pterocaesio tessellata","One-stripe fusilier"
939,"Pterocaesio tile","Dark-banded fusilier"
1886,"Pterocaesio trilineata","Three-stripe fusilier"
15885,"Pterogobius zacalles", 
448,"Pterogymnus laniarius","Panga seabream"
4914,"Pterois antennata","Broadbarred firefish"
13132,"Pterois lunulata","Luna lion fish"
7797,"Pterois miles","Devil firefish"
4913,"Pterois radiata","Radial firefish"
6404,"Pterois russelii","Plaintail turkeyfish"
5195,"Pterois volitans","Red lionfish"
423,"Pteroscion peli","Boe drum"
14327,"Pterygotrigla picta","Spotted gurnard"
508,"Pterygotrigla polyommata","Latchet"
6572,"Pygoplites diacanthus","Regal angelfish"
14873,"Quinca mirifica","Sailfin cardinalfish"
3542,"Rachycentron canadum","Cobia"
8924,"Raja asterias","Mediterranean starry ray"
4552,"Raja brachyura","Blonde ray"
5492,"Raja microocellata","Small-eyed ray"
5014,"Raja miraletus","Brown ray"
4329,"Raja montagui","Spotted ray"
7617,"Raja undulata","Undulate ray"
6422,"Rajella lintea","Sailray"
3267,"Regalecus glesne","King of herrings"
3545,"Remora australis","Whalesucker"
1751,"Remora remora","Shark sucker"
14440,"Repomucenus calcaratus","Spotted stinkfish"
6057,"Rhabdoblennius snowi","Snow's rockskipper"
449,"Rhabdosargus globiceps","White stumpnose"
8166,"Rhabdosargus haffara","Haffara seabream"
5368,"Rhabdosargus sarba","Goldlined seabream"
3639,"Rhacochilus toxotes","Rubberlip seaperch"
3640,"Rhacochilus vacca","Pile perch"
5839,"Rhinecanthus aculeatus","White-banded triggerfish"
25420,"Rhinecanthus assasi","Picasso triggerfish"
13774,"Rhinecanthus lunula","Halfmoon picassofish"
5840,"Rhinecanthus rectangulus","Wedge-tail triggerfish"
6028,"Rhinecanthus verrucosus","Blackbelly triggerfish"
9005,"Rhinochimaera atlantica","Straightnose rabbitfish"
3847,"Rhinogobiops nicholsii","Blackeye goby"
8594,"Rhinomuraena quaesita","Ribbon moray"
7971,"Rhinoptera javanica","Flapnose ray"
13271,"Rhinoptera steindachneri","Pacific cownose ray"
903,"Rhizoprionodon porosus","Caribbean sharpnose shark"
213,"Rhomboplites aurorubens","Vermilion snapper"
8889,"Rhombosolea tapirina","Greenback flounder"
14048,"Rhycherus filamentosus","Tasselled anglerfish"
15380,"Rhynchobatus australiae","Bottlenose wedgefish"
5503,"Rhynchobatus djiddensis","Giant guitarfish"
8192,"Rhynchostracion nasus","Shortnose boxfish"
12897,"Richardsonichthys leucogaster","Whiteface waspfish"
3898,"Risor ruber","Tusked goby"
15226,"Rogadius serratus","Serrated flathead"
65481,"Ruanoho whero","Spectacled triplefin"
1044,"Ruvettus pretiosus","Oilfish"
25545,"Rypticus bicolor","Mottled soapfish"
3353,"Rypticus bistrispinus","Freckled soapfish"
66505,"Rypticus carpenteri","Slope soapfish"
8331,"Rypticus nigripinnis","Blackfin soapfish"
1056,"Rypticus saponaceus","Greater soapfish"
3355,"Rypticus subbifrenatus","Spotted soapfish"
12238,"Salangichthys microdon","Japanese icefish"
25795,"Salarias alboguttatus","White-spotted blenny"
7749,"Salarias ceramensis","Seram blenny"
6058,"Salarias fasciatus","Jewelled blenny"
11616,"Salarias guttatus","Breast-spot blenny"
22515,"Salarias segmentatus","Segmented blenny"
13763,"Salarias sinuosus","Fringelip blenny"
7374,"Saloptia powelli","Golden grouper"
247,"Salvelinus alpinus","Arctic char"
2691,"Salvelinus malma","Dolly varden"
8568,"Samariscus triocellatus","Three-spot righteye flounder"
113,"Sarda chiliensis","Eastern Pacific bonito"
4796,"Sarda lineolata","Pacific bonito"
1502,"Sardinella albella","White sardinella"
1508,"Sardinella gibbosa","Goldstripe sardinella"
1510,"Sardinella lemuru","Bali sardinella"
1517,"Sardinella sindensis","Sind sardinella"
1519,"Sardinella zunasi","Japanese sardinella"
3247,"Sargocentron bullisi","Deepwater squirrelfish"
4907,"Sargocentron caudimaculatum","Silverspot squirrelfish"
5406,"Sargocentron cornutum","Threespot squirrelfish"
3248,"Sargocentron coruscum","Reef squirrelfish"
4699,"Sargocentron diadema","Crown squirrelfish"
12991,"Sargocentron ensifer","Yellow-striped squirrelfish"
50111,"Sargocentron hormion", 
6573,"Sargocentron ittodai","Samurai squirrelfish"
27348,"Sargocentron lepros","Spiny squirrelfish"
5345,"Sargocentron melanospilos","Blackblotch squirrelfish"
5841,"Sargocentron microstoma","Smallmouth squirrelfish"
7714,"Sargocentron praslin","Dark-striped squirrelfish"
4906,"Sargocentron punctatissimum","Speckled squirrelfish"
6625,"Sargocentron rubrum","Redcoat"
23254,"Sargocentron seychellense","Yellow-tipped squirrelfish"
13775,"Sargocentron suborbitale","Tinsel squirrelfish"
4908,"Sargocentron tiere","Blue lined squirrelfish"
7311,"Sargocentron tiereoides","Pink squirrelfish"
3251,"Sargocentron vexillarium","Dusky squirrelfish"
4909,"Sargocentron violaceum","Violet squirrelfish"
50340,"Sargocentron wilhelmi","Wilhelm's squirrelfish"
7868,"Sargocentron xantherythrum","Hawaiian squirrelfish"
1389,"Sarotherodon galilaeus","Mango tilapia"
7772,"Saurida flamma","Orangemouth lizardfish"
4534,"Saurida gracilis","Gracile lizardfish"
8119,"Saurida nebulosa","Clouded lizardfish"
2718,"Saurida normani","Shortjaw lizardfish"
6479,"Saurida tumbil","Greater lizardfish"
5874,"Scaevius milii","Green-striped coral bream"
3770,"Scartella cristata","Molly miller"
27051,"Scartichthys viridis", 
5540,"Scarus altipinnis","Filament-finned parrotfish"
7908,"Scarus caudofasciatus","Redbarred parrotfish"
5543,"Scarus chameleon","Chameleon parrotfish"
1152,"Scarus coelestinus","Midnight parrotfish"
1153,"Scarus coeruleus","Blue parrotfish"
14379,"Scarus collana","Red Sea parrotfish"
13981,"Scarus compressus","Azure parrotfish"
4973,"Scarus dimidiatus","Yellowbarred parrotfish"
4967,"Scarus dubius","Regal parrot"
14380,"Scarus ferrugineus","Rusty parrotfish"
5544,"Scarus festivus","Festive parrotfish"
4968,"Scarus flavipectoralis","Yellowfin parrotfish"
5545,"Scarus forsteni","Forsten's parrotfish"
5546,"Scarus frenatus","Bridled parrotfish"
58508,"Scarus fuscocaudalis","Darktail parrotfish"
14381,"Scarus fuscopurpureus","Purple-brown parrotfish"
4970,"Scarus globiceps","Globehead parrotfish"
1155,"Scarus guacamaia","Rainbow parrotfish"
12707,"Scarus hypselopterus","Yellow-tail parrotfish"
1154,"Scarus iseri","Striped parrotfish"
4980,"Scarus koputea","Marquesan parrotfish"
4981,"Scarus longipinnis","Highfin parrotfish"
5551,"Scarus oviceps","Dark capped parrotfish"
8392,"Scarus perrico","Bumphead parrotfish"
14383,"Scarus persicus","Gulf parrotfish"
4971,"Scarus prasiognathos","Singapore parrotfish"
5554,"Scarus quoyi","Quoy's parrotfish"
4969,"Scarus rivulatus","Rivulated parrotfish"
7912,"Scarus russelii","Eclipse parrotfish"
7913,"Scarus scaber","Fivesaddle parrotfish"
4975,"Scarus schlegeli","Yellowband parrotfish"
4974,"Scarus spinus","Greensnout parrotfish"
1156,"Scarus taeniopterus","Princess parrotfish"
59493,"Scarus trispinosus", 
1157,"Scarus vetula","Queen parrotfish"
7914,"Scarus viridifucatus","Roundhead parrotfish"
5541,"Scarus xanthopleura","Red parrotfish"
59490,"Scarus zelindae", 
4698,"Scatophagus argus","Spotted scat"
250,"Schedophilus ovalis","Imperial blackfish"
10190,"Schedophilus pemarco","Pemarco blackfish"
23843,"Schindleria praematura","Schindler's fish"
17410,"Schismorhynchus labialis","Grooved-jaw worm eel"
839,"Schroederichthys chilensis","Redspotted catshark"
52459,"Schuettea scalaripinnis","Eastern pomfred"
59432,"Schuettea woodwardi","Woodwards pomfret"
3340,"Schultzea beta","School bass"
948,"Sciades couma","Couma sea catfish"
952,"Sciades parkeri","Gillbacker sea catfish"
953,"Sciades passany","Passany sea catfish"
955,"Sciades proops","Crucifix sea catfish"
14555,"Scobinichthys granulatus","Rough leatherjackets"
24290,"Scolecenchelys australis","Shortfinned worm eel"
13983,"Scolecenchelys breviceps","Short-headed worm eel"
7288,"Scolecenchelys gymnota","Indo-Pacific slender worm-eel"
15672,"Scolecenchelys laticaudata","Redfin worm-eel"
7289,"Scolecenchelys macroptera","Narrow worm eel"
5890,"Scolopsis affinis","Peters' monocle bream"
5884,"Scolopsis aurata","Yellowstripe monocle bream"
5885,"Scolopsis bilineata","Two-lined monocle bream"
5886,"Scolopsis bimaculata","Thumbprint monocle bream"
5876,"Scolopsis ciliata","Saw-jawed monocle bream"
5887,"Scolopsis frenata","Bridled monocle bream"
5888,"Scolopsis ghanam","Arabian monocle bream"
5877,"Scolopsis lineata","Striped monocle bream"
5878,"Scolopsis margaritifera","Pearly monocle bream"
5879,"Scolopsis monogramma","Monogrammed monocle bream"
5889,"Scolopsis taeniata","Black-streaked monocle bream"
5875,"Scolopsis taenioptera","Lattice monocle bream"
5880,"Scolopsis temporalis","Bald-spot monocle bream"
5881,"Scolopsis trilineata","Three-lined monocle bream"
5883,"Scolopsis vosmeri","Whitecheek monocle bream"
5882,"Scolopsis xenochrous","Oblique-barred monocle bream"
116,"Scomber australasicus","Blue mackerel"
1084,"Scomberesox saurus","Atlantic saury"
1950,"Scomberoides commersonnianus","Talang queenfish"
1951,"Scomberoides lysan","Doublespotted queenfish"
1953,"Scomberoides tol","Needlescaled queenfish"
119,"Scomberomorus brasiliensis","Serra Spanish mackerel"
120,"Scomberomorus cavalla","King mackerel"
124,"Scomberomorus koreanus","Korean seerfish"
125,"Scomberomorus lineolatus","Streaked seerfish"
126,"Scomberomorus maculatus","Atlantic Spanish mackerel"
131,"Scomberomorus niphonius","Japanese Spanish mackerel"
134,"Scomberomorus regalis","Cero"
135,"Scomberomorus semifasciatus","Broad-barred king mackerel"
136,"Scomberomorus sierra","Pacific sierra"
141,"Scomberomorus tritor","West African Spanish mackerel"
10360,"Scombrops boops","Gnomefish"
530,"Scophthalmus aquosus","Windowpane flounder"
57861,"Scophthalmus maeoticus","Black Sea turbot"
529,"Scophthalmus rhombus","Brill"
3935,"Scorpaena albifimbria","Coral scorpionfish"
3938,"Scorpaena brasiliensis","Barbfish"
3939,"Scorpaena calcarata","Smooth-head scorpionfish"
17256,"Scorpaena canariensis", 
46983,"Scorpaena cardinalis","Eastern red scorpionfish"
3940,"Scorpaena dispar","Hunchback scorpionfish"
3942,"Scorpaena grandicornis","Plumed scorpionfish"
8332,"Scorpaena histrio","Player scorpionfish"
3944,"Scorpaena inermis","Mushroom scorpionfish"
3945,"Scorpaena isthmensis","Smooth-cheek scorpionfish"
67004,"Scorpaena jacksoniensis", 
1760,"Scorpaena notata","Small red scorpionfish"
14320,"Scorpaena papillosa","Red rock cod"
1201,"Scorpaena plumieri","Spotted scorpionfish"
14220,"Scorpaena russula","Reddish scorpionfish"
52376,"Scorpaena sumptuosa","Western red scorpionfish"
4140,"Scorpaenichthys marmoratus","Cabezon"
7313,"Scorpaenodes albaiensis","Longfingered scorpionfish"
3946,"Scorpaenodes caribbaeus","Reef scorpionfish"
59562,"Scorpaenodes evides","Cheekspot scorpionfish"
5819,"Scorpaenodes guamensis","Guam scorpionfish"
5815,"Scorpaenodes hirsutus","Hairy scorpionfish"
5816,"Scorpaenodes kelloggi","Kellogg's scorpionfish"
5817,"Scorpaenodes minor","Minor scorpionfish"
7314,"Scorpaenodes scaber","Pygmy scorpionfish"
3947,"Scorpaenodes tredecimspinosus","Deepreef scorpionfish"
5818,"Scorpaenodes varipinnis","Blotchfin scorpionfish"
3948,"Scorpaenodes xyris","Rainbow scorpionfish"
12080,"Scorpaenopsis cirrosa","Weedy stingfish"
4921,"Scorpaenopsis diabolus","False stonefish"
7918,"Scorpaenopsis gibbosa","Humpbacked scorpionfish"
5820,"Scorpaenopsis macrochir","Flasher scorpionfish"
12555,"Scorpaenopsis neglecta","Yellowfin scorpionfish"
5822,"Scorpaenopsis oxycephala","Tassled scorpionfish"
56815,"Scorpaenopsis papuensis","Papuan scorpionfish"
59500,"Scorpaenopsis possi","Poss's scorpionfish"
7919,"Scorpaenopsis venosa","Raggy scorpionfish"
59507,"Scorpaenopsis vittapinna","Bandfin scorpionfish"
14390,"Scorpis aequipinnis","Sea sweep"
14620,"Scorpis georgiana","Banded sweep"
27504,"Scorpis lineolata","Silver sweep"
12235,"Scorpis violacea","Blue maomao"
7450,"Scuticaria tigrina","Tiger reef-eel"
845,"Scyliorhinus canicula","Lesser spotted dogfish"
854,"Scyliorhinus stellaris","Nursehound"
5811,"Sebastapistes cyanostigma","Yellowspotted scorpionfish"
5821,"Sebastapistes fowleri","Pigmy scorpionfish"
5813,"Sebastapistes mauritiana","Spineblotch scorpionfish"
5814,"Sebastapistes strongia","Barchin scorpionfish"
16869,"Sebastapistes tinkhami","Darkspotted scorpionfish"
504,"Sebastes alutus","Pacific ocean perch"
3950,"Sebastes atrovirens","Kelp rockfish"
506,"Sebastes capensis","Cape redfish"
3956,"Sebastes carnatus","Gopher rockfish"
3957,"Sebastes caurinus","Copper rockfish"
3959,"Sebastes chrysomelas","Black-and-yellow rockfish"
3961,"Sebastes constellatus","Starry rockfish"
3962,"Sebastes crameri","Darkblotched rockfish"
68589,"Sebastes diaconus","Deacon rockfish"
3966,"Sebastes emphaeus","Puget Sound rockfish"
502,"Sebastes entomelas","Widow rockfish"
3969,"Sebastes fasciatus","Acadian redfish"
3971,"Sebastes goodei","Chilipepper rockfish"
3973,"Sebastes hopkinsi","Squarespot rockfish"
4586,"Sebastes inermis", 
3978,"Sebastes maliger","Quillback rockfish"
3982,"Sebastes miniatus","Vermilion rockfish"
3983,"Sebastes mystinus","Blue rockfish"
3984,"Sebastes nebulosus","China rockfish"
3987,"Sebastes paucispinis","Bocaccio rockfish"
3992,"Sebastes rastrelliger","Grass rockfish"
3994,"Sebastes rosaceus","Rosy rockfish"
3996,"Sebastes ruberrimus","Yelloweye rockfish"
6534,"Sebastes schlegelii","Korean rockfish"
4003,"Sebastes serriceps","Treefish"
1352,"Sebastes viviparus","Norway redfish"
23868,"Sebastiscus albofasciatus", 
4597,"Sebastiscus marmoratus","False kelpfish"
4009,"Sebastolobus alascanus","Shortspine thornyhead"
11704,"Sebastolobus macrochir","Broadbanded thornyhead"
1954,"Selar boops","Oxeye scad"
1956,"Selene brevoortii","Hairfin lookdown"
379,"Selene dorsalis","African moonfish"
378,"Selene setapinnis","Atlantic moonfish"
12859,"Semicossyphus darwini","Galápagos sheephead wrasse"
3671,"Semicossyphus pulcher","California sheephead"
1005,"Seriola dumerili","Greater amberjack"
1006,"Seriola fasciata","Lesser amberjack"
1960,"Seriola hippos","Samson fish"
381,"Seriola quinqueradiata","Japanese amberjack"
1007,"Seriola rivoliana","Longfin yellowtail"
1008,"Seriola zonata","Banded rudderfish"
12918,"Seriolella brama","Common warehou"
12919,"Seriolella caerulea","White warehou"
8390,"Seriolella porosa","Choicy ruff"
3341,"Serraniculus pumilio","Pygmy sea bass"
10771,"Serranocirrhitus latus","Hawkfish anthias"
3342,"Serranus annularis","Orangeback bass"
3343,"Serranus atrobranchus","Blackear bass"
3344,"Serranus baldwini","Lantern bass"
1353,"Serranus cabrilla","Comber"
12339,"Serranus flaviventris","Twinspot bass"
3346,"Serranus notospilus","Saddle bass"
3347,"Serranus phoebe","Tattler"
14298,"Serranus psittacinus","Barred serrano"
3349,"Serranus tabacarius","Tobaccofish"
65899,"Serranus tico", 
3350,"Serranus tigrinus","Harlequin bass"
3351,"Serranus tortugarum","Chalk bass"
 ,"Sicamugil cascasia", 
9994,"Sicyopterus lagocephalus","Red-tailed goby"
4456,"Siganus canaliculatus","White-spotted spinefoot"
4611,"Siganus corallinus","Blue-spotted spinefoot"
4623,"Siganus doliatus","Barred spinefoot"
4616,"Siganus fuscescens","Mottled spinefoot"
4588,"Siganus guttatus","Orange-spotted spinefoot"
4618,"Siganus javus","Streaked spinefoot"
4625,"Siganus lineatus","Golden-lined spinefoot"
4613,"Siganus luridus","Dusky spinefoot"
4628,"Siganus magnificus","Magnificent rabbitfish"
4632,"Siganus niger","Black foxface"
4619,"Siganus puelloides","Blackeye rabbitfish"
4617,"Siganus puellus","Masked spinefoot"
4620,"Siganus punctatissimus","Peppered spinefoot"
4621,"Siganus punctatus","Goldspotted spinefoot"
4626,"Siganus randalli","Variegated spinefoot"
4457,"Siganus spinus","Little spinefoot"
4622,"Siganus stellatus","Brown-spotted spinefoot"
4612,"Siganus trispilos","Threeblotched rabbitfish"
4630,"Siganus unimaculatus","Blotched foxface"
4631,"Siganus uspi","Bicolored foxface"
4561,"Siganus vermiculatus","Vermiculated spinefoot"
4624,"Siganus virgatus","Barhead spinefoot"
4629,"Siganus vulpinus","Foxface"
7245,"Signigobius biocellatus","Twinspot goby"
4709,"Sillago ciliata","Sand sillago"
7972,"Sillago schomburgkii","Yellowfin whiting"
11820,"Similiparma lurida","Canary damsel"
14886,"Siphamia cephalotes","Wood's siphonfish"
25105,"Siphamia jebbi","Jebb's siphonfish"
14892,"Siphamia majimai","Striped siphonfish"
11667,"Siphamia roseigaster","Pinkbreast siphonfish"
59179,"Siphamia tubifer","Tubifer cardinalfish"
12841,"Siphonognathus argyrophanes","Tubemouth"
12842,"Siphonognathus attenuatus","Slender weed whiting"
12843,"Siphonognathus beddomei","Pencil weed whiting"
12844,"Siphonognathus caninis","Sharpnose weed whiting"
12845,"Siphonognathus radiatus","Long-rayed weed whiting"
8852,"Solea senegalensis","Senegalese sole"
22544,"Soleichthys heterorhinos","Black-tip sole"
7987,"Solenostomus cyanopterus","Ghost pipefish"
7312,"Solenostomus paradoxus","Harlequin ghost pipefish"
7897,"Sorsogona prionota","Halfspined flathead"
22620,"Spaniblennius riodourensis", 
4499,"Sparidentex hasta","Sobaity seabream"
59491,"Sparisoma amplum", 
3675,"Sparisoma atomarium","Greenblotch parrotfish"
1158,"Sparisoma aurofrenatum","Redband parrotfish"
59492,"Sparisoma axillare", 
1159,"Sparisoma chrysopterum","Redtail parrotfish"
61101,"Sparisoma frondosum", 
3676,"Sparisoma radians","Bucktooth parrotfish"
1160,"Sparisoma rubripinne","Redfin parrotfish"
1161,"Sparisoma viride","Stoplight parrotfish"
5383,"Sparodon durbanensis","Musselcracker seabream"
8991,"Spectrunculus grandis","Pudgy cuskeel"
5778,"Sphaeramia nematoptera","Pajama cardinalfish"
4926,"Sphaeramia orbicularis","Orbiculate cardinalfish"
4293,"Sphoeroides annulatus","Bullseye puffer"
5423,"Sphoeroides greeleyi","Green puffer"
4295,"Sphoeroides lobatus","Longnose puffer"
1181,"Sphoeroides maculatus","Northern puffer"
13810,"Sphoeroides marmoratus","Guinean puffer"
1240,"Sphoeroides nephelus","Southern puffer"
4296,"Sphoeroides pachygaster","Blunthead puffer"
1241,"Sphoeroides spengleri","Bandtail puffer"
1242,"Sphoeroides testudineus","Checkered puffer"
5733,"Sphyraena acutipinnis","Sharpfin barracuda"
5030,"Sphyraena afra","Guinean barracuda"
1235,"Sphyraena barracuda","Great barracuda"
3679,"Sphyraena borealis","Northern sennet"
6405,"Sphyraena ensis","Mexican barracuda"
7937,"Sphyraena flavicauda","Yellowtail barracuda"
5734,"Sphyraena forsteri","Bigeye barracuda"
6649,"Sphyraena helleri","Heller's barracuda"
8335,"Sphyraena idiastes","Pelican barracuda"
5736,"Sphyraena novaehollandiae","Australian barracuda"
4493,"Sphyraena obtusata","Obtuse barracuda"
1237,"Sphyraena picudilla","Southern sennet"
13001,"Sphyraena pinguis","Red barracuda"
7938,"Sphyraena putnamae","Sawtooth barracuda"
7939,"Sphyraena qenie","Blackfin barracuda"
10202,"Sphyraena viridensis","Yellowmouth barracuda"
12557,"Sphyraena waitii", 
912,"Sphyrna lewini","Scalloped hammerhead"
917,"Sphyrna zygaena","Smooth hammerhead"
1457,"Spratelloides delicatulus","Delicate round herring"
1458,"Spratelloides gracilis","Silver-stripe round herring"
1466,"Sprattus fuegensis","Falkland sprat"
47088,"Springerichthys kulbickii","Kulbicki's triplefin"
59414,"Squamicreedia obtusa","Obtuse sandfish"
727,"Squatina argentina","Argentine angelshark"
736,"Squatina squatina","Angelshark"
6061,"Stanulus seychellensis","Seychelle's blenny"
12642,"Stanulus talboti","Talbot's blenny"
16468,"Starksia atlantica","Smooth-eye blenny"
27685,"Starksia fasciata","Blackbar blenny"
46695,"Starksia galapagensis","Galapagos blenny"
16466,"Starksia lepicoelia","Blackcheek blenny"
16467,"Starksia nanodes", 
3750,"Starksia ocellata","Checkered blenny"
27236,"Starksia sluiteri","Chessboard blenny"
16458,"Stathmonotus gymnodermis","Naked blenny"
3753,"Stathmonotus stahli","Eelgrass blenny"
12509,"Stegastes acapulcoensis","Acapulco major"
12416,"Stegastes adustus","Dusky damselfish"
4340,"Stegastes albifasciatus","Whitebar gregory"
4343,"Stegastes altus","Japanese gregory"
4344,"Stegastes apicalis","Australian gregory"
12510,"Stegastes arcifrons","Island major"
4345,"Stegastes aureus","Golden gregory"
14285,"Stegastes beebei","Southern whitetail major"
3649,"Stegastes diencaeus","Longfin damselfish"
4346,"Stegastes emeryi","Emery's gregory"
4347,"Stegastes fasciolatus","Pacific gregory"
12512,"Stegastes flavilatus","Beaubrummel"
3650,"Stegastes fuscus","Brazilian damsel"
4348,"Stegastes gascoynei","Coral sea gregory"
4349,"Stegastes insularis","Island gregory"
12514,"Stegastes leucorus","Whitetail major"
3651,"Stegastes leucostictus","Beaugregory"
58951,"Stegastes lividus", 
4352,"Stegastes nigricans","Dusky farmerfish"
4353,"Stegastes obreptus","Western gregory"
3652,"Stegastes partitus","Bicolor damselfish"
12417,"Stegastes pictus","Yellowtip damselfish"
3653,"Stegastes planifrons","Threespot damselfish"
4351,"Stegastes punctatus","Blunt snout gregory"
12516,"Stegastes rectifraenum","Cortez damselfish"
3654,"Stegastes variabilis","Cocoa damselfish"
5374,"Stegostoma fasciatum","Zebra shark"
1829,"Steindachneria argentea","Luminous hake"
14084,"Stellifer illecebrosus","Silver stardrum"
1196,"Stellifer rastrifer","Rake stardrum"
14090,"Stellifer zestocarus","Softhead stardrum"
7303,"Stenatherina panatela","Panatella silverside"
1234,"Stenotomus caprinus","Longspine porgy"
452,"Stenotomus chrysops","Scup"
531,"Stephanolepis cirrhifer","Threadsail filefish"
 ,"Stephanolepis hispidus", 
1195,"Stephanolepis setifer","Pygmy filefish"
3310,"Stereolepis gigas","Giant seabass"
8025,"Stethojulis albovittata","Bluelined wrasse"
7828,"Stethojulis balteata","Belted wrasse"
5640,"Stethojulis bandanensis","Red shoulder wrasse"
6633,"Stethojulis interrupta","Cutribbon wrasse"
57372,"Stethojulis marquesensis", 
57373,"Stethojulis notialis", 
5641,"Stethojulis strigiventer","Three-ribbon wrasse"
57374,"Stethojulis terina", 
6622,"Stethojulis trilineata","Three-lined rainbowfish"
 ,"Stichaeus punctatus punctatus", 
46206,"Stigmatopora macropterygia","Long-snouted pipefish"
571,"Stolephorus insularis","Hardenberg's anchovy"
575,"Stolephorus pacificus","Pacific anchovy"
1530,"Strangomera bentincki","Araucanian herring"
1198,"Stromateus fiatola","Blue butterfish"
8121,"Strongylura incisa","Reef needlefish"
974,"Strongylura marina","Atlantic needlefish"
 ,"Strongylura notata notata", 
8595,"Strophidon sathete","Slender giant moray"
3127,"Stygnobrotula latebricola","Black brotula"
59924,"Sueviota atrinasa","Blacknose dwarfgoby"
25538,"Sueviota lachneri","Lachner's dwarfgoby"
4412,"Suezichthys arquatus","Rainbow slender wrasse"
4406,"Suezichthys aylingi","Crimson cleaner fish"
4411,"Suezichthys cyanolaemus","Bluethroat rainbow wrasse"
56981,"Suezichthys devisi","Gracilis wrasse"
4407,"Suezichthys gracilis","Slender wrasse"
25419,"Sufflamen albicaudatum","Bluethroat triggerfish"
6029,"Sufflamen bursa","Boomerang triggerfish"
5842,"Sufflamen chrysopterum","Halfmoon triggerfish"
1312,"Sufflamen fraenatum","Masked triggerfish"
13533,"Sufflamen verres","Orangeside triggerfish"
12901,"Sunagocia arenicola","Broadhead flathead"
12903,"Sunagocia otaitensis","Fringelip flathead"
13978,"Syacium ovale","Oval flounder"
16720,"Symbolophorus barnardi","Barnards lanternfishes"
9186,"Symphodus bailloni","Baillon's wrasse"
54573,"Symphodus doderleini", 
4578,"Symphodus mediterraneus","Axillary wrasse"
59,"Symphodus melops","Corkwing wrasse"
1792,"Symphodus ocellatus", 
1709,"Symphodus roissali","Five-spotted wrasse"
4580,"Symphodus rostratus", 
1708,"Symphodus tinca","East Atlantic peacock wrasse"
214,"Symphorichthys spilurus","Sailfin snapper"
215,"Symphorus nematophorus","Chinamanfish"
13632,"Symphurus atramentatus","Inkspot tonguefish"
1018,"Symphurus diomedeanus","Spottedfin tonguefish"
